ATTN-CIV1-1,ATTN-CIV1-2,ATTN-CIV1-3,ATTN-CIV1-4,ATTN-CIV1-5,ATTN-CIV1-6,ATTN-CIV1-7,DEC-RATE-CIV1,DEC-CIV1-1,WHY-DEC-CIV1,DEC-CIV1-2,"COMPENSATORY-CIV1
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,5,0,Mr. Jones never threatened or made unwanted advances.  I also don't believe that Ms. Klein ever told Mr. Jones that she was upset by his behavior and that she was having trouble with him and/or his behavior towards her.,2,,7,6,6,3,3,5,5,8,3,7,2,1,6,3,5,5,4,7,6,3,3,3,4,5,1,58,1,3,1,3,"Minor offenses such as petty theft, traffic accidents, etc","One guilty, two not guilty",all 3 were unanimous,AEAXBNDD879C1,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,She was afraid of him.,1,Pay a fine only,9,9,9,3,2,8,9,9,2,6,1,1,7,3,6,6,3,8,9,8,7,7,1,1,2,43,1,3,2,,,,,A24ZW2OLN9KDAO,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,1,15,1,"If he really loved her so much he would leave her alone, especially when she had indicated that is what she wanted several times. No means no, not 'convince me'.",1,6 months and $500 to the state,9,10,9,2,2,9,9,9,4,10,1,1,7,4,2,1,3,9,10,8,6,10,1,10,2,23,1,3,2,,,,,A32HQQQ6GLL6GY,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"Mr. Jones did not deny sending repeated emails or following her; plus, the defense said the only thing proved was his love, which is not behavior indicative of love  -repeated attempted contact resulting in eventual ignoring by the victim",1,"$400 fine, one month jail",9,9,8,1,2,9,7,9,3,9,1,2,8,6,3,5,7,10,10,7,4,1,4,6,1,57,1,3,2,,,,,A1IL81UMEC9OJI,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,The female victim was frightened for her safety and the defendant was not leaving her alone with his delusions of winning her back because he loved her so much.,1,10 months jail and $400 fine,10,10,10,1,1,10,10,7,1,10,1,1,6,1,1,1,1,10,10,8,6,7,1,10,2,56,1,3,2,,,,,A5E2P5F1AXYZ1,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,1,8,1,"The fact that he continued to email even after she stopped responding, and talking to the professor. It just seems out of character.",1,$500 fine,8,9,9,3,2,7,6,10,1,7,4,2,8,2,5,4,5,8,9,6,7,6,3,8,1,39,1,3,2,,,,,A15QM0DTL65EOL,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,He stalked her for almost 5 months. From the first time in theatre he felt she was not comfortable as he admitted. He found out she was annoyed by him in December and continued to be in touch with her till January. ,1,Maximum fine of $500,10,10,10,1,1,7,8,10,2,9,1,1,5,4,6,5,4,10,10,7,10,7,1,7,2,34,1,3,2,,,,,A3GCYGO7UPKXO9,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,2,0,"There was no evidence that Mr. Jones had the character of a person that would harm another with physical abuse or other harm.  I think he acted more like a lost puppy.  Ms. Klein failed to communicate to Mr. Jones that she felt threatened by the continued presence of Mr. Jones in her life after they broke up.  Ms. Martin going to Mr. Jones to basically say, ""stay away from her"" did not convey that the victim was feeling threatened.  The extreme number of calls to Campus Security seemed over the top and indicate more of a neurotic personality on the part of the victim to believe that Mr. Jones contacts were threatening.",2,,5,7,8,7,6,9,9,3,1,5,1,1,4,7,7,7,7,5,5,1,1,1,5,1,2,71,1,3,2,,,,,A346XUUK22V9AZ,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,7,0,"He didn't directly make threats to her and I don't recall her directly herself telling him to leave her alone and that she is not interested, she sent someone else to, she should have just told him that himself.",2,,7,7,7,7,6,5,5,7,4,9,1,5,5,6,7,7,7,8,8,4,2,2,5,5,2,39,1,2,2,,,,,A1HLKDIL9EUEID,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,mr jones sent an enormous amount of emails stalked her outside of work when asked to stop he DID NOT. He then asked professors and her friends why she had been missing classes which clearly seems like he needed to know where she was,1,6 months in jail and a 500dollar fine,9,10,9,3,2,9,8,10,1,9,2,1,10,1,2,2,1,10,10,7,9,8,2,3,2,49,1,"2,3",2,,,,,A3P7XSX4AH6VRP,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,5,0,This was a tough decision for me! I decided on not guilty only because he did not threaten her. He was guilty of making her fear for her safety but refrained from direct threats.,2,,8,6,8,1,2,9,7,5,1,5,1,2,5,4,6,7,7,10,10,4,3,2,5,4,2,35,1,3,2,,,,,AS6FM754MF2B2,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,2,0,"Klein responded to a lot of attention from Jones, emails, visits, things like that. She harassed security for no reason. Jones was never mean, never threatening. Klein was being dramatic.",2,,3,3,2,8,8,2,1,4,8,2,8,10,2,10,9,9,7,3,3,1,1,1,8,1,2,34,1,"3,6",2,,,,,A3PQVDFT21IISU,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"The defendant's behavior would likely cause most people to be fearful. His claim that he is in love with Ms. Klein does not give him the right to stalk her. I am a psychologist and professor and I would be concerned if someone asked me about one of my students (Ms. Klein in this case). Ms. Klein was likely quite upset by the complete failure of the security department to do anything. Apparently, they did not have time to meet with the defendant. A meeting with security can have a quick effect under the right set of circumstances/",1,One month in jail and a fine of $500.,9,9,9,2,2,8,7,8,1,9,1,1,10,1,3,3,5,9,9,7,5,5,1,9,1,74,1,3,2,,,,,A2PRF5G21RC5G3,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,7,0,I feel that the he is not guilty as he had threatened Ms. Klein directly. ,2,,10,8,8,1,5,6,7,10,5,2,1,1,5,7,10,8,10,7,8,1,1,1,7,2,2,33,1,3,2,,,,,AV1NAL53ZQZE5,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"He continued to pursue her after both she and her friend asked him to stop. Whether he intended physical harm or not, she reasonably feared for her safety.",1,"Stay at least 100 feet from victim at all times, undergo psychological counseling, and pay a fine. I don't feel jail time is warranted at this time.",9,9,10,1,1,7,7,10,2,8,1,1,8,1,3,3,4,10,10,5,7,6,1,5,2,57,1,3,2,,,,,APCYT84LRNWHT,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,1,2,1,15,1,"while the defense's argument was that it wasn't conduct enough to be stalking, i felt the facts proved it to be 100% stalking. Not to mention the emotional distress he was causing by his behavior. ",1,5 days in jail with supervised release and fine ,10,10,10,10,1,10,10,10,1,10,1,1,8,1,5,10,10,10,10,10,5,3,1,10,1,29,1,3,1,1,theft,guilty,unanimous ,AT8SFBA7J41RD,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"Even though his intentions may not have been malicious, he did technically stalk the victim. The act was further confirmed because he was told that the victim wanted to be left alone, but he still continued to try and engage with her.",1,I have decided to give the defendant the maximum punishment of 12 months and to pay a fine of $500.,9,6,10,5,5,10,10,10,5,6,1,1,5,5,7,8,10,7,4,6,1,1,3,1,1,30,1,1,2,,,,,AT4QB09S155NR,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,1,1,1,8,1,He was asked multiple times to stop contacting her or trying to contact her and he didn't. ,1,I believe he should pay a fine only. no jail time.,8,8,7,5,2,9,9,10,1,6,2,1,5,2,9,9,8,9,10,8,8,4,8,4,2,53,1,"1,2,3,5",2,,,,,A1KKQRREHGF2HC,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,It was admitted that he was trying to make unwanted contact. He didnâ€™t make explicit threats but did say things like how she would regret not getting back together with him. She took reasonable efforts to dissuade him which were unsuccessful. ,1,"I believe the punishment should be a fine, no imprisonment, and community service. This shows it was serious but would not disrupt his academic life. ",9,9,9,2,2,8,9,9,4,9,1,1,7,2,9,9,6,8,8,7,5,3,6,6,2,57,1,3,1,Twice. ,First was a traffic accident. Second was juvenile sex trafficking. ,First was found for the defense. Second was a mistrial. ,First jury was ,AEVM0XHZ35IOB,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,"She was scared for her safety, that's clear by how much she contacted security with concerns. The guy admitted he basically stalked her in a clueless ""I love her"" way, and that would make anyone concerned. No means no, and in this case She clearly told him no and didn't want him around. Yet he did anyways. He stalked her without a doubt, and she knew it, and was scared for her safety. ",1,"9 months, no fine.",10,10,10,1,1,9,9,7,5,9,1,1,7,3,6,5,6,10,10,6,3,3,1,5,1,45,1,3,2,,,,,ASVRLMDNQBUD9,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,4,0,I do believe that he behaved in a way that would make anyone feel uncomfortable but I believe that it was U to the victim to tell the defendant to leave her alone. None of that evidence ever had the victim telling the defendant how uncomfortable he was making her feel or asking him to stop emailing her or to stop posting pictures You're here he sounded like creep but he really just sounded like somebody really cared about the victim and the victim did not care for him but never once told me the defendant that she wanted him to stop any of the behavior that any of it was making her feel uncomfortable or fearful in any way. If he had been told to stop his behavior and it had continued after that then I would have a different opinion. ,2,,9,9,9,4,3,6,6,10,5,7,2,2,5,5,8,9,8,7,8,2,2,2,4,3,1,37,1,3,2,,,,,A1HQTLAYXLBEIE,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,I don't know how intense this situation would have gotten if she had not brought him to court. It did appear that he had met the criteria to be charged. The purpose of the law would be in my opinion to prevent this man from proceeding further without though for his own safety and reputation.,1,At this point I would say 500 fine and no jail time unless he starts again.,10,10,10,2,2,10,10,10,1,10,1,1,10,1,2,1,1,10,10,8,2,5,1,10,2,65,1,3,2,,,,,ACMN59IDRKHQL,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,He was told repeatedly to leave her alone but did not a reasonable person would have taken the hint and stopped.,1,Pay the 500 dollar fine and 5 days in jail.,10,10,10,1,1,9,9,10,1,10,1,1,5,1,2,2,5,10,10,9,5,5,1,7,1,55,1,3,1,2,"Dwi, dwi","Not guilty, guilty",We came to a conclusion,A3PPZ0USXDFBJ7,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,1,0,"I believe Mr. Jones was not intentionally trying to do harm or cause Ms. Klein to be fearful or have to worry about her safety. Although he was persistent, he never threatened her and seemed only to really care about her ans was lamenting the fact that they had broken off the relationship. I also believe the testimony of the security officer helped Mr. Jones' case in that he had been there 15 years and was able to compare this situation with other alleged 'stalking' cases he'd seen in the past. This just seemed more of a case of someone not wanting to let go of someone he was in a relationship and seemed blown out of proportion by the plaintiff.",2,,2,1,2,2,2,2,2,8,10,2,3,5,2,7,10,10,10,5,5,1,1,1,9,1,1,50,1,3,2,,,,,A1YW7H9U84E80N,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,3,0,"He was in love with her and wanted to win her back, so he persisted in ways that he thought would make her care about him again. He did not know and did not realize that the victim was fearful. He also did not make any threats or say anything that would cause her to be fearful of her safety. He was just persistent and unwanted, not harmful.",2,,7,7,9,2,2,7,3,9,6,4,1,1,7,2,9,9,9,7,8,1,1,1,7,2,2,73,1,3,2,,,,,AOOLS8280CL0Z,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,1,1,3,0,"I belive that based on where they both go to school, they could easily cross paths. Even if he did approach her, he left her alone after the fact and did not push the matter. Due to lack of evidence I don't feel comfortable saying guilty.",2,,7,7,7,1,1,7,8,8,1,10,1,1,5,1,9,6,5,7,7,5,2,1,3,3,1,35,1,3,2,,,,,A3VRW4BA7LREYO,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,0,"I don't think there was evidence that he threatened sexual contact, serious injury, or death. I think he's an absolute creep and she absolutely is fearing for her safety, but so far, the prosecution has not proved that specific criteria for stalking. I feel terrible for her and his actions warrant severe consequences in my opinion, but the law as written is limited and fails to protect victims of stalking.",2,,10,10,10,1,1,10,8,10,1,10,1,1,9,1,2,3,3,10,10,7,8,6,3,9,2,32,1,3,2,,,,,A1W0Q5GXIZ9I40,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,1,15,1,Facts of your case. The facts surrounding the crime that you are charged with committing and the evidence that the prosecutor has against you will play a huge role in your case.,1,not to exceed ,10,10,9,9,10,9,9,9,9,9,10,9,9,9,9,9,10,10,9,9,9,9,10,9,2,52,1,3,1,yes,guilty,guilty,guilty,A3SEMI0DRRHRK,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,4,0,He wasn't going to hurt her if he would he would've done it earlier he should just get a warning about the stalking ..she isnt interested you cant force a girl to love you..he should take the warning and dissapear from her life.,2,,8,8,6,3,5,6,6,9,6,2,1,8,6,7,7,7,8,3,5,2,4,2,4,2,1,48,1,6,2,,,,,A3CIPO7J3UWBUV,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,"Pictures recently taken,  contacting her professor, sitting at work...those are intentional behaviors ",1,"Pays the fine, no jail time, stays away from the prosecutor ",10,10,10,10,1,10,7,8,4,10,1,1,6,4,3,3,4,10,10,4,8,6,1,1,2,31,1,3,2,,,,,A311F9IM69L5MS,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,1,3,0,There was no further contact after the roomate told him to leave her alone and that she wanted nothing to do with him. At first I could see her point but if he stopped when she said stop then it was trying to win her back not stalking,2,,6,7,7,4,4,8,7,7,4,6,1,1,5,5,7,7,7,7,7,1,1,1,6,1,1,48,1,3,1,1,money between siblings,found for brother,Guilty,AV5M15J585YGL,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,6,1,"He persisted and continued to try and contact her and be around after she made it very clear that she was not interested, no matter how innocent it seemed to him or whether or not he intended to harm her physically. Clearly he saw her as inferior to him in some way by believing that she doesn't know what she needs. He needs a reality check.",1,I think the best way to handle it would be an injunction against harrassment. I don't think jail time is necessary. maybe a $300 fine.,9,9,8,1,4,8,8,10,2,10,1,1,6,1,7,6,5,7,10,4,5,1,6,5,2,29,1,3,2,,,,,A23TN36PKF2T3S,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,2,1,8,1,"Even though he made no outward threats, any reasonable person would fear for their safety given the extent of his stalking",1,I would not give jail time but I would assess the maximum fine,10,10,10,1,1,9,9,8,1,10,1,1,9,1,3,3,3,9,10,8,9,9,1,7,2,46,1,3,2,,,,,A2N9WNWD5GPM6O,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,7,0,I believe he is guilty but there is no evidence that he directly threatened her in any way which was a requirement for a guilty verdict,2,,10,10,10,2,1,8,7,6,1,8,1,1,9,1,4,5,5,10,10,7,5,5,1,10,2,37,1,"3,5",2,,,,,A34EHWOYRBL6OZ,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,6,1,I feel he is is niave but not to the point of not knowing what he was doing was wrong. He had people directly telling him to stop what he was doing and did not question his actions. He persistently interacted with her after being told this.,1,I would not like him to serve any jail time but I believe a fine of $500 would be acceptable.,10,10,10,1,1,7,7,10,2,9,1,1,7,1,2,2,2,10,10,7,6,6,1,7,1,37,1,3,1,1,Drunk Driving,Guilty,N/A,A19F75QCU199K8,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,1,0,"The kid was just trying to get his ex back. They go to the same school, they are going to cross paths. She could have easily told him herself to stop or that it made her uncomfortable, but she never did. She had a friend do it instead, which can be misconstrued as meddling by the friend. All she would have had to do it told Mr. Jones to stop herself. ",2,,8,8,8,7,7,6,6,9,1,6,7,1,5,4,8,8,8,5,5,1,1,1,8,4,1,49,1,3,2,,,,,A3DS5B06ZCD3E3,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"the constant emails, being at her workplace and him constantly reiterating that he loved her. If he truly did he would have lef her alone. The constant calls to security for assistance shows that she was worried and fearful.",1,He serve 2 months and pay the maximum fine. ,9,10,10,1,10,9,9,9,1,10,1,1,6,3,2,2,2,10,1,9,7,7,1,9,2,44,1,3,2,,,,,A30CAP974JSYTJ,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,2,0,"He never caused her any harm at all, he never threatened her or anyone that she knew. He loved her and thought he could win her back. She was never clear with him about leaving her alone. She never told him to leave her alone and stay away from her. He never broke the law.",2,,4,3,2,8,8,2,2,10,8,1,5,7,3,9,4,9,7,2,3,1,1,1,9,1,2,46,1,3,2,,,,,A2A95LW49NBG2E,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,"The fact that both the plaintiff and the defendant agreed that the plaintiff told him to stop and that he wouldn't stop should be enough ""evidence"". I'm particularly disturbed that the plaintiff had to get someone to tell him to back off and he wouldn't. Worse, the campus police took a very relaxed attitude and said it would blow over. But now he's being made to testify in a stalking case. It's almost an even split by gender how people see this. The women are concerned, and the men think they're doing the right thing. It's abhorrent.",1,"He should do six months in jail, plus a $500 fine to the state.",10,10,10,1,1,8,9,7,3,10,1,1,8,1,1,1,7,8,10,8,9,9,1,7,2,50,1,3,1,2,"Both were drug offenses. One was a criminal offense, and one was a civil offense. The civil offense was over a drug store that was over selling narcotics, and eventually shut down. The victims were seeking restitution.","The criminal case was a guilty verdict, and the civil case was found liable.","In both cases, it was pretty clear. On a personal note, my father was one of the customers to the pharmacy in the civil trial. ",A2CXCRCQN4AM46,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,"Despite being told over and over to leave Ms. Klein alone, Mr. Jones persisted. ",1,A fine of $500 and probation,9,9,9,1,1,9,9,10,3,9,1,1,6,3,4,2,3,10,10,8,7,7,3,9,2,44,1,2,2,,,,,A1T83SZBP2DN65,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,"Even the defendant's testimony reads like a clear admission of guilt, to me. It is evident beyond a reasonable doubt that Mr. Jones stalked Ms. Klein and caused her to legitimately fear for her safety.",1,Maximum sentence: 12 months in jail and a fine of $500.,10,10,10,1,1,9,10,8,4,10,1,1,6,2,5,5,3,10,10,10,8,8,1,8,2,34,1,3,2,,,,,A3NATHHYUKKWKN,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,He says he was harmless in intent but by the time the victim's roommate came to him and told him that she was fearful he should have stopped his actions.,1,I don't think he should go to jail because he didn't do anything dangerous and maybe never meant to. However he should pay a 500 dollar fine.,10,10,10,1,2,10,10,10,3,10,1,1,7,1,2,2,1,10,10,8,3,3,1,8,1,33,1,2,1,2,"Medical malpractice, I misremembered I only went to jury duty once (1).",I didn't get to see the outcome of the trial.,"If I had to say, I don't think the doctor in the medical malpractice case was not guilty.",A2WXZL2CB67AJH,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,Mr. Jones is guilty in my eyes for the mere act of causing a reasonable amount of fear in Ms. Klein that his unrequited love would result in harm being done to her. Society shouldn't have to wait for this matter to turn violent before subjecting Ms. Klein justice in this matter. Mr. Jones needs to realize that his actions were in excess and needs to be held accountable. ,1,Jail time for Mr. Jones is fine. No need for a fine.,9,9,10,2,1,9,10,8,4,9,1,1,7,1,3,1,6,9,9,8,9,9,1,7,1,33,1,6,1,1,Robbery,Guilty,He was definitely guilty. Committed the act on camera with no mask on.,A3QA0B0ZI9EBYN,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,2,0,"They were a couple beforehand. I agree that if Mr. Jones was a stranger or barely knew the victim, then it would be stalking, but in this situation, it was nothing more than an inconvenient  attempt at getting back with an ex. The woman blew it out of proportion, she herself made actions that led him on and encouraged him to keep trying. This should be dropped.",2,,7,7,7,5,5,3,5,9,5,4,1,1,5,5,7,7,7,6,7,2,2,1,3,1,1,28,1,3,2,,,,,A28HB7240OFGEW,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A39KJNWAFOD7N1,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2P2JEEWL526ET,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A37XWJJ86PYG9E,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A259UZJQOOVE4V,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1MLM25TPYIK2J,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3MAGJ0CV4A64K,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2K0L9M1ZZO5C9,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1TZ8H6WXNXIU4,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,1,1,1,7,0,Not enough reason to support case imo,2,,6,7,7,5,5,6,6,7,5,6,1,1,5,5,5,5,5,6,6,5,6,5,6,6,2,46,1,6,2,,,,,A2YM5EJK7LA5L5,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,"The main factors that influenced my decision is that he was told by Ms. Klein's roommate to leave her alone and he didn't. The other strong piece of evidence is that he spoke to her professor about her being out sick, showing 1) he was stalking her to know when she was at school/work and not, and 2) that he was crossing boundaries by speaking to her professor about her.",1,"12 months, $500 ",7,9,9,1,1,10,8,5,1,10,1,1,5,5,3,3,3,10,10,6,5,5,2,10,2,61,1,3,2,,,,,A3T6WBKNIUBLOY,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,1,6,1,The way Mr Jones was acting,1,12 months in jail and $500 fine,9,9,9,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,A1VFSNVFK883XU,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,3,0,Well I didnâ€™t hear in the evidence where it said he physically or mentally assaulted the victim or threatened to harm her in any way. They went to the same school yes they are going to see each other around is that stalking ? No itâ€™s a coincidence ,2,,8,6,8,3,5,6,6,7,6,7,4,3,7,6,5,4,6,5,7,5,8,6,4,5,1,30,1,"2,8",2,,,,,A9YPPMU6NYNOW,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"mainly due to the fact of her fearing personal harm was eventually coming to her from him. If he sees it or not, his actions were somewhat alarming and stalkerish.",1,"30 of days incarceration, $500 in fines plus any associated court fees, followed by 6 months of parole ",8,9,9,2,1,10,8,9,2,9,1,1,7,2,5,6,7,9,10,7,6,6,3,8,1,33,1,3,2,,,,,A2LW6DQH8V6TGO,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,2,3,1,1,15,0,guilt,2,,9,10,8,10,8,4,10,8,5,10,8,10,7,10,6,5,4,10,7,6,9,2,4,1,1,48,1,2,2,,,,,A24IWWIUPASCQJ,crim
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR71NXS6I743E,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1VTGZTVLV00SH,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2I8VQ82MC7MIZ,crim
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9YPPMU6NYNOW,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2ZBYVQLDUZOV7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9J48W1C9IZAI,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2LI51CANHJ00M,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AJZRDVBZ6TKGH,